,CD_UNIDADE,DESC_UNIDADE,CD_EQUIPAMENTO,CD_OPERADOR,DT_HORA_INI,DT_HORA_FIM,CD_OPERACAO,DESC_OPERACAO,CD_GRP_OPERACAO,DESC_GRP_OPERACAO,VL_HR_OPERACIONAL,CD_FAZENDA,CD_GRP_EQUIPAMENTO,DESC_GRP_EQUIPAMENTO,VL_VELOCIDADE_MEDIA,CD_TP_EQUIPAMENTO,INFA_EXT_DT,VL_ESPACAMENTO_IMPLEMENTO,DESC_APLICACAO,HORA_INI,HORA_FIM,Personalizar
898,6,TROPICAL,36262,35972,2021-10-29T08:42:37.0000000,2021-10-29T09:12:39.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.5006,4178,601,601 - FRT COLHEITA MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
899,6,TROPICAL,63375,99999,2021-10-29T09:11:37.0000000,2021-10-29T09:12:38.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0169,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,12.29,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
900,3,ITUIUTABA,36271,10135,2021-10-29T09:11:41.0000000,2021-10-29T09:12:36.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0153,4250,3,303 - FRT COLHEITA MECANIZADA ITT,1.73,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
901,6,TROPICAL,63962,99999,2021-10-29T09:11:03.0000000,2021-10-29T09:12:35.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0256,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,7.4,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
902,3,ITUIUTABA,36279,550059,2021-10-29T09:12:32.0000000,2021-10-29T09:12:33.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0003,4051,2,302 - FRT COLHEITA MECANIZADA ITT,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
903,6,TROPICAL,63900,99999,2021-10-29T08:42:32.0000000,2021-10-29T09:12:33.0000000,804,MANUTENCAO CORRETIVA,51,MANUTENCAO,0.5003,1059,605,605 - FRT COLHEITA MECANIZADA TRP,0.0,2,20211029,0,GENERICO,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
904,3,ITUIUTABA,36279,550059,2021-10-29T09:11:33.0000000,2021-10-29T09:12:32.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0164,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.46,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
905,6,TROPICAL,61396,99999,2021-10-29T09:12:23.0000000,2021-10-29T09:12:31.0000000,820,PATIO/BATE VOLTA,6051,PERDIDA,0.0022,1059,624,TRANSPORTE DE CANA TRP,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
906,3,ITUIUTABA,36314,31112,2021-10-29T09:10:48.0000000,2021-10-29T09:12:30.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0283,4113,1,301 - FRT COLHEITA MECANIZADA ITT,3.34,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
907,3,ITUIUTABA,36330,20727,2021-10-29T09:10:53.0000000,2021-10-29T09:12:28.0000000,854,MUDANCA DE AREA RODANDO,8051,AUXILIAR OPERACAO,0.0264,4231,1,301 - FRT COLHEITA MECANIZADA ITT,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
908,6,TROPICAL,61447,99999,2021-10-29T09:01:16.0000000,2021-10-29T09:12:25.0000000,614,DESLOCAMENTO CARREGADO,53,PRODUTIVA,0.1858,0,624,TRANSPORTE DE CANA TRP,37.65,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
909,3,ITUIUTABA,36291,550192,2021-10-29T09:08:47.0000000,2021-10-29T09:12:25.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0606,4051,2,302 - FRT COLHEITA MECANIZADA ITT,11.7,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
910,6,TROPICAL,61396,99999,2021-10-29T09:05:01.0000000,2021-10-29T09:12:23.0000000,823,FILA PARA DESCARREGAMENTO,6051,PERDIDA,0.1228,1059,624,TRANSPORTE DE CANA TRP,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
911,3,ITUIUTABA,36313,32112,2021-10-29T09:11:57.0000000,2021-10-29T09:12:15.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.005,4113,1,301 - FRT COLHEITA MECANIZADA ITT,2.59,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
912,3,ITUIUTABA,36273,35550,2021-10-29T09:12:08.0000000,2021-10-29T09:12:14.0000000,854,MUDANCA DE AREA RODANDO,8051,AUXILIAR OPERACAO,0.0017,4051,2,302 - FRT COLHEITA MECANIZADA ITT,4.06,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
913,6,TROPICAL,63895,34252,2021-10-29T09:08:10.0000000,2021-10-29T09:12:12.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0672,4019,605,605 - FRT COLHEITA MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
914,4,ITUMBIARA,46155,99999,2021-10-29T09:10:39.0000000,2021-10-29T09:12:12.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0258,4277,21,401 - FRT COLHEITA MECANIZADA ITB,4.3,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
915,3,ITUIUTABA,36273,35550,2021-10-29T09:11:44.0000000,2021-10-29T09:12:08.0000000,1055,MANOBRA,53,PRODUTIVA,0.0067,4051,2,302 - FRT COLHEITA MECANIZADA ITT,2.74,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
916,3,ITUIUTABA,36312,33670,2021-10-29T09:07:14.0000000,2021-10-29T09:12:06.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0811,4250,3,303 - FRT COLHEITA MECANIZADA ITT,17.24,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
917,6,TROPICAL,61450,332574,2021-10-29T09:11:49.0000000,2021-10-29T09:12:05.0000000,823,FILA PARA DESCARREGAMENTO,6051,PERDIDA,0.0044,1059,624,TRANSPORTE DE CANA TRP,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
918,4,ITUMBIARA,48286,99999,2021-10-29T08:39:37.0000000,2021-10-29T09:12:03.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.5406,4329,9,TRANSPORTE DE CANA  ITB,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
919,3,ITUIUTABA,36316,33583,2021-10-29T09:07:48.0000000,2021-10-29T09:12:02.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0706,4250,3,303 - FRT COLHEITA MECANIZADA ITT,6.14,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
920,4,ITUMBIARA,46443,18496,2021-10-29T09:10:19.0000000,2021-10-29T09:12:01.0000000,1055,MANOBRA,53,PRODUTIVA,0.0283,4277,21,401 - FRT COLHEITA MECANIZADA ITB,2.47,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
921,3,ITUIUTABA,36304,12979,2021-10-29T09:09:08.0000000,2021-10-29T09:12:01.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0481,4250,3,303 - FRT COLHEITA MECANIZADA ITT,7.68,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
922,6,TROPICAL,63553,33499,2021-10-29T08:42:00.0000000,2021-10-29T09:12:01.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.5003,4182,602,602 - FRT COLHEITA MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
923,6,TROPICAL,63370,335272,2021-10-29T09:03:27.0000000,2021-10-29T09:11:59.0000000,834,FALTA DE APONTAMENTO,6051,PERDIDA,0.1422,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,8.86,57,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
924,3,ITUIUTABA,36226,551055,2021-10-29T09:11:46.0000000,2021-10-29T09:11:58.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0033,4051,2,302 - FRT COLHEITA MECANIZADA ITT,7.07,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
925,3,ITUIUTABA,36309,550057,2021-10-29T09:10:30.0000000,2021-10-29T09:11:58.0000000,894,AGUARDANDO COLHEDORA TERMINAR CARREGAMENTO,6051,PERDIDA,0.0244,4051,2,302 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
926,3,ITUIUTABA,36313,32112,2021-10-29T09:10:58.0000000,2021-10-29T09:11:57.0000000,894,AGUARDANDO COLHEDORA TERMINAR CARREGAMENTO,6051,PERDIDA,0.0164,4113,1,301 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
927,6,TROPICAL,61450,332574,2021-10-29T09:10:57.0000000,2021-10-29T09:11:49.0000000,820,PATIO/BATE VOLTA,6051,PERDIDA,0.0144,1059,624,TRANSPORTE DE CANA TRP,8.77,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
928,3,ITUIUTABA,36269,550509,2021-10-29T08:54:18.0000000,2021-10-29T09:11:47.0000000,804,MANUTENCAO CORRETIVA,51,MANUTENCAO,0.2914,4250,3,303 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
929,3,ITUIUTABA,36300,32055,2021-10-29T09:11:36.0000000,2021-10-29T09:11:47.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0031,4051,2,302 - FRT COLHEITA MECANIZADA ITT,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
930,3,ITUIUTABA,36226,551055,2021-10-29T09:09:07.0000000,2021-10-29T09:11:46.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0442,4051,2,302 - FRT COLHEITA MECANIZADA ITT,7.03,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
931,3,ITUIUTABA,36273,35550,2021-10-29T09:11:28.0000000,2021-10-29T09:11:44.0000000,1055,MANOBRA,53,PRODUTIVA,0.0044,4051,2,302 - FRT COLHEITA MECANIZADA ITT,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
932,3,ITUIUTABA,36317,550985,2021-10-29T09:10:47.0000000,2021-10-29T09:11:43.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0156,4051,2,302 - FRT COLHEITA MECANIZADA ITT,8.02,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
933,3,ITUIUTABA,36271,10135,2021-10-29T09:07:37.0000000,2021-10-29T09:11:41.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0678,4250,3,303 - FRT COLHEITA MECANIZADA ITT,6.07,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
934,3,ITUIUTABA,36270,550855,2021-10-29T09:11:03.0000000,2021-10-29T09:11:40.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0103,4051,2,302 - FRT COLHEITA MECANIZADA ITT,7.56,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
935,4,ITUMBIARA,46153,35261,2021-10-29T09:09:41.0000000,2021-10-29T09:11:38.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0325,4284,22,402 - FRT COLHEITA MECANIZADA ITB,6.02,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
936,4,ITUMBIARA,46166,33841,2021-10-29T09:01:29.0000000,2021-10-29T09:11:38.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.1692,4277,21,401 - FRT COLHEITA MECANIZADA ITB,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
937,6,TROPICAL,63375,99999,2021-10-29T09:07:22.0000000,2021-10-29T09:11:37.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0708,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,5.3,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
938,6,TROPICAL,36286,26976,2021-10-29T09:11:23.0000000,2021-10-29T09:11:37.0000000,1055,MANOBRA,53,PRODUTIVA,0.0039,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,2.41,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
939,6,TROPICAL,63377,99999,2021-10-29T09:10:36.0000000,2021-10-29T09:11:37.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0169,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,12.06,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
940,3,ITUIUTABA,36300,32055,2021-10-29T09:08:51.0000000,2021-10-29T09:11:36.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0458,4051,2,302 - FRT COLHEITA MECANIZADA ITT,7.25,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
941,3,ITUIUTABA,36279,550059,2021-10-29T09:10:52.0000000,2021-10-29T09:11:33.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0114,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.36,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
942,3,ITUIUTABA,46436,30824,2021-10-29T09:10:33.0000000,2021-10-29T09:11:32.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0164,4051,2,302 - FRT COLHEITA MECANIZADA ITT,8.13,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
943,3,ITUIUTABA,38864,99999,2021-10-29T09:10:29.0000000,2021-10-29T09:11:29.0000000,512,ENGATE-DESENGATE (USINA),53,PRODUTIVA,0.0167,0,7,TRANSPORTE DE CANA ITT,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
944,3,ITUIUTABA,36273,35550,2021-10-29T09:10:48.0000000,2021-10-29T09:11:28.0000000,854,MUDANCA DE AREA RODANDO,8051,AUXILIAR OPERACAO,0.0111,4051,2,302 - FRT COLHEITA MECANIZADA ITT,2.88,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
945,6,TROPICAL,36286,26976,2021-10-29T09:07:00.0000000,2021-10-29T09:11:23.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0731,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,5.05,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
946,3,ITUIUTABA,36326,32253,2021-10-29T09:09:56.0000000,2021-10-29T09:11:09.0000000,1055,MANOBRA,53,PRODUTIVA,0.0203,4113,1,301 - FRT COLHEITA MECANIZADA ITT,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
947,3,ITUIUTABA,36270,550855,2021-10-29T09:10:36.0000000,2021-10-29T09:11:03.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0075,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.79,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
948,6,TROPICAL,63962,99999,2021-10-29T09:10:52.0000000,2021-10-29T09:11:03.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0031,4020,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
949,3,ITUIUTABA,36313,32112,2021-10-29T09:10:48.0000000,2021-10-29T09:10:58.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0028,4113,1,301 - FRT COLHEITA MECANIZADA ITT,2.41,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
950,6,TROPICAL,61450,332574,2021-10-29T09:09:21.0000000,2021-10-29T09:10:57.0000000,1076,BALANCA ENTRADA,53,PRODUTIVA,0.0267,1059,624,TRANSPORTE DE CANA TRP,4.37,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
951,3,ITUIUTABA,36330,20727,2021-10-29T09:02:58.0000000,2021-10-29T09:10:53.0000000,854,MUDANCA DE AREA RODANDO,8051,AUXILIAR OPERACAO,0.1319,4113,1,301 - FRT COLHEITA MECANIZADA ITT,5.84,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
952,3,ITUIUTABA,36279,550059,2021-10-29T09:10:26.0000000,2021-10-29T09:10:52.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0072,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.68,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
953,6,TROPICAL,63962,99999,2021-10-29T09:10:50.0000000,2021-10-29T09:10:52.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0006,4020,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
954,6,TROPICAL,63962,99999,2021-10-29T09:10:08.0000000,2021-10-29T09:10:50.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0117,4020,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
955,4,ITUMBIARA,46442,13719,2021-10-29T08:47:28.0000000,2021-10-29T09:10:48.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.3889,4107,22,402 - FRT COLHEITA MECANIZADA ITB,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
956,3,ITUIUTABA,36313,32112,2021-10-29T09:09:18.0000000,2021-10-29T09:10:48.0000000,634,BASCULANDO / TRANSBORDAGEM,53,PRODUTIVA,0.025,4113,1,301 - FRT COLHEITA MECANIZADA ITT,2.84,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
957,3,ITUIUTABA,36273,35550,2021-10-29T09:00:00.0000000,2021-10-29T09:10:48.0000000,863,TROCA DE FAQUINHA,8051,AUXILIAR OPERACAO,0.18,4051,2,302 - FRT COLHEITA MECANIZADA ITT,0.1,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
958,3,ITUIUTABA,36314,31112,2021-10-29T09:10:03.0000000,2021-10-29T09:10:48.0000000,825,FILA  PARA DESCARGA,6051,PERDIDA,0.0125,4113,1,301 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
959,3,ITUIUTABA,36317,550985,2021-10-29T09:08:28.0000000,2021-10-29T09:10:47.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0386,4051,2,302 - FRT COLHEITA MECANIZADA ITT,7.6,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
960,4,ITUMBIARA,46157,33855,2021-10-29T09:06:43.0000000,2021-10-29T09:10:47.0000000,865,FILA UNICA TRANSBORDO,6051,PERDIDA,0.0678,4277,21,401 - FRT COLHEITA MECANIZADA ITB,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
961,3,ITUIUTABA,36308,551093,2021-10-29T09:09:27.0000000,2021-10-29T09:10:39.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.02,4113,1,301 - FRT COLHEITA MECANIZADA ITT,5.29,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
962,4,ITUMBIARA,46155,99999,2021-10-29T09:09:20.0000000,2021-10-29T09:10:39.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0219,4277,21,401 - FRT COLHEITA MECANIZADA ITB,4.87,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
963,6,TROPICAL,63377,99999,2021-10-29T08:58:58.0000000,2021-10-29T09:10:36.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.1939,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,6.51,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
964,3,ITUIUTABA,36327,22389,2021-10-29T09:10:34.0000000,2021-10-29T09:10:36.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0006,4231,1,301 - FRT COLHEITA MECANIZADA ITT,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
965,3,ITUIUTABA,36270,550855,2021-10-29T09:09:50.0000000,2021-10-29T09:10:36.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0128,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.74,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
966,3,ITUIUTABA,36327,22389,2021-10-29T09:10:26.0000000,2021-10-29T09:10:34.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0022,4231,1,301 - FRT COLHEITA MECANIZADA ITT,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
967,3,ITUIUTABA,46436,30824,2021-10-29T09:08:17.0000000,2021-10-29T09:10:33.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0378,4051,2,302 - FRT COLHEITA MECANIZADA ITT,7.8,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
968,3,ITUIUTABA,36309,550057,2021-10-29T09:06:33.0000000,2021-10-29T09:10:30.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0658,4051,2,302 - FRT COLHEITA MECANIZADA ITT,11.19,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
969,3,ITUIUTABA,38864,99999,2021-10-29T09:01:09.0000000,2021-10-29T09:10:29.0000000,884,AGUARDANDO LIBERACAO LIDER,6051,PERDIDA,0.1556,0,7,TRANSPORTE DE CANA ITT,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
970,3,ITUIUTABA,36279,550059,2021-10-29T09:09:39.0000000,2021-10-29T09:10:26.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0131,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.59,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
971,3,ITUIUTABA,36327,22389,2021-10-29T09:07:26.0000000,2021-10-29T09:10:26.0000000,854,MUDANCA DE AREA RODANDO,8051,AUXILIAR OPERACAO,0.05,4113,1,301 - FRT COLHEITA MECANIZADA ITT,5.52,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
972,4,ITUMBIARA,48240,99999,2021-10-29T09:08:22.0000000,2021-10-29T09:10:25.0000000,820,PATIO/BATE VOLTA,6051,PERDIDA,0.0342,4284,499,EQP INATIVO ITB,2.44,3,20211029,0,GENERICO,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
973,4,ITUMBIARA,48312,99999,2021-10-29T09:10:16.0000000,2021-10-29T09:10:24.0000000,512,ENGATE-DESENGATE (USINA),53,PRODUTIVA,0.0022,4108,9,TRANSPORTE DE CANA  ITB,,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
974,6,TROPICAL,6930,32170,2021-10-29T08:58:47.0000000,2021-10-29T09:10:22.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.1931,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,6.46,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
975,4,ITUMBIARA,46443,18496,2021-10-29T09:09:08.0000000,2021-10-29T09:10:19.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0197,4277,21,401 - FRT COLHEITA MECANIZADA ITB,4.31,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
976,4,ITUMBIARA,48312,99999,2021-10-29T09:06:13.0000000,2021-10-29T09:10:16.0000000,512,ENGATE-DESENGATE (USINA),53,PRODUTIVA,0.0675,0,9,TRANSPORTE DE CANA  ITB,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
977,6,TROPICAL,63962,99999,2021-10-29T08:59:14.0000000,2021-10-29T09:10:08.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.1817,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,10.49,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
978,3,ITUIUTABA,36311,551292,2021-10-29T09:06:03.0000000,2021-10-29T09:10:04.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0669,4113,1,301 - FRT COLHEITA MECANIZADA ITT,5.7,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
979,3,ITUIUTABA,36314,31112,2021-10-29T09:10:01.0000000,2021-10-29T09:10:03.0000000,825,FILA  PARA DESCARGA,6051,PERDIDA,0.0006,4113,1,301 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
